SettlementPoint,Month,Day,Time,NormalAvgPrice
HB_BUSAVG,1,1,1,0.8127080410964097
HB_BUSAVG,1,1,2,0.7575690942866891
HB_BUSAVG,1,1,3,0.7378246199340335
HB_BUSAVG,1,1,4,0.7424650263487128
HB_BUSAVG,1,1,5,0.7777685104447055
HB_BUSAVG,1,1,6,0.8330894339765705
HB_BUSAVG,1,1,7,0.9428213974295788
HB_BUSAVG,1,1,8,0.9873147059938583
HB_BUSAVG,1,1,9,1.1674716609167077
HB_BUSAVG,1,1,10,1.2130568298138529
HB_BUSAVG,1,1,11,1.17265799749782
HB_BUSAVG,1,1,12,1.0190696440080373
HB_BUSAVG,1,1,13,0.9590173257004209
HB_BUSAVG,1,1,14,0.9153429123857906
HB_BUSAVG,1,1,15,0.9071539598892975
HB_BUSAVG,1,1,16,0.890685066535239
HB_BUSAVG,1,1,17,0.9233498881601395
HB_BUSAVG,1,1,18,1.3833870417409107
HB_BUSAVG,1,1,19,1.4822004018652615
HB_BUSAVG,1,1,20,1.2786594381468703
HB_BUSAVG,1,1,21,1.1867611934640028
HB_BUSAVG,1,1,22,1.0480949311900518
HB_BUSAVG,1,1,23,0.9779429048034273
HB_BUSAVG,1,1,24,0.8835879743716116
HB_BUSAVG,1,2,1,0.6623974396108944
HB_BUSAVG,1,2,2,0.6246798796663006
HB_BUSAVG,1,2,3,0.6226838774064589
HB_BUSAVG,1,2,4,0.6321132673926074
HB_BUSAVG,1,2,5,0.7383143531490091
HB_BUSAVG,1,2,6,0.8054901533423001
HB_BUSAVG,1,2,7,1.6853830116118007
HB_BUSAVG,1,2,8,1.852703063117836
HB_BUSAVG,1,2,9,1.3675368586480527
HB_BUSAVG,1,2,10,1.2804698635204776
HB_BUSAVG,1,2,11,1.0664846557326275
HB_BUSAVG,1,2,12,0.9387405111027626
HB_BUSAVG,1,2,13,0.852155309624115
HB_BUSAVG,1,2,14,0.8083809152358639
HB_BUSAVG,1,2,15,0.7906233778896865
HB_BUSAVG,1,2,16,0.7717645979173896
HB_BUSAVG,1,2,17,0.8417623323401119
HB_BUSAVG,1,2,18,1.5340309781844983
HB_BUSAVG,1,2,19,1.5547481050883718
