SettlementPoint,Year,Month,AveragePrice
LZ_SOUTH,2019,11,25.803708333333333
LZ_SOUTH,2019,12,19.786881720430106
LZ_WEST,2016,01,19.519260752688172
LZ_WEST,2016,02,15.04448275862069
LZ_WEST,2016,03,16.00265141318977
LZ_WEST,2016,04,17.153666666666666
LZ_WEST,2016,05,17.73752688172043
LZ_WEST,2016,06,23.48876388888889
LZ_WEST,2016,07,27.178790322580646
LZ_WEST,2016,08,30.010564516129033
LZ_WEST,2016,09,26.767666666666667
LZ_WEST,2016,10,25.18225806451613
LZ_WEST,2016,11,19.343138888888888
LZ_WEST,2016,12,25.165819892473117
LZ_WEST,2017,01,23.231370967741935
LZ_WEST,2017,02,18.47705357142857
LZ_WEST,2017,03,20.25119784656797
LZ_WEST,2017,04,20.388569444444446
LZ_WEST,2017,05,22.86779569892473
LZ_WEST,2017,06,27.512319444444444
LZ_WEST,2017,07,31.130174731182795
LZ_WEST,2017,08,27.21391129032258
LZ_WEST,2017,09,27.011777777777777
LZ_WEST,2017,10,22.173319892473117
LZ_WEST,2017,11,22.152916666666666
LZ_WEST,2017,12,21.872258064516128
LZ_WEST,2018,01,37.29330645161291
LZ_WEST,2018,02,22.12410714285714
LZ_WEST,2018,03,22.301628532974426
LZ_WEST,2018,04,21.128125
LZ_WEST,2018,05,49.60012096774194
LZ_WEST,2018,06,57.967527777777775
LZ_WEST,2018,07,101.47096774193548
LZ_WEST,2018,08,33.289852150537634
LZ_WEST,2018,09,27.101097222222222
LZ_WEST,2018,10,30.004556451612903
LZ_WEST,2018,11,31.224027777777778
LZ_WEST,2018,12,34.98084677419355
LZ_WEST,2019,01,27.461532258064516
LZ_WEST,2019,02,22.798958333333335
LZ_WEST,2019,03,31.282960969044414
LZ_WEST,2019,04,21.699236111111112
LZ_WEST,2019,05,28.851989247311828
LZ_WEST,2019,06,32.02677777777778
LZ_WEST,2019,07,32.07568548387097
LZ_WEST,2019,08,128.87646505376344
LZ_WEST,2019,09,83.47113888888889
LZ_WEST,2019,10,49.38336021505376
LZ_WEST,2019,11,49.34084722222222
LZ_WEST,2019,12,39.5025940860215
