SettlementPoint,Month,Day,Time,NormalAvgPrice
HB_WEST,1,1,1,0.8085084182361578
HB_WEST,1,1,2,0.7543097344473181
HB_WEST,1,1,3,0.7350808284826306
HB_WEST,1,1,4,0.7399998509387133
HB_WEST,1,1,5,0.7764900538856551
HB_WEST,1,1,6,0.836681001393723
HB_WEST,1,1,7,0.9533959887607789
HB_WEST,1,1,8,1.0007974778830317
HB_WEST,1,1,9,1.1618731041267616
HB_WEST,1,1,10,1.205339375284148
HB_WEST,1,1,11,1.158027322933824
HB_WEST,1,1,12,1.004643259075969
HB_WEST,1,1,13,0.9454361160591178
HB_WEST,1,1,14,0.9020592816736601
HB_WEST,1,1,15,0.8972296959895062
HB_WEST,1,1,16,0.8834564331124742
HB_WEST,1,1,17,0.9212881876383474
HB_WEST,1,1,18,1.387432642931141
HB_WEST,1,1,19,1.494488458929889
HB_WEST,1,1,20,1.2975486871427186
HB_WEST,1,1,21,1.1966640084070566
HB_WEST,1,1,22,1.0642081491805355
HB_WEST,1,1,23,0.9848777324797089
HB_WEST,1,1,24,0.8901641910071326
HB_WEST,1,2,1,0.665636223632368
HB_WEST,1,2,2,0.6281355913150515
HB_WEST,1,2,3,0.6254377040979784
HB_WEST,1,2,4,0.636971171950966
HB_WEST,1,2,5,0.7447517662730375
HB_WEST,1,2,6,0.8108500030913292
HB_WEST,1,2,7,1.6894169753311938
HB_WEST,1,2,8,1.8470410359886917
HB_WEST,1,2,9,1.3616236784568085
HB_WEST,1,2,10,1.2748866044279075
HB_WEST,1,2,11,1.0529853808236427
HB_WEST,1,2,12,0.9257799985386445
HB_WEST,1,2,13,0.8401220793965727
HB_WEST,1,2,14,0.797562908547244
HB_WEST,1,2,15,0.7810383493426711
HB_WEST,1,2,16,0.7656603922053542
HB_WEST,1,2,17,0.8432920968766335
HB_WEST,1,2,18,1.5373235834686962
HB_WEST,1,2,19,1.5585694453031471
HB_WEST,1,2,20,1.1476137749624826
HB_WEST,1,2,21,1.0813131966029104
HB_WEST,1,2,22,0.9038596648999253
HB_WEST,1,2,23,0.8016097393728537
HB_WEST,1,2,24,0.6785186350938921
HB_WEST,1,3,1,0.6959221812257415
HB_WEST,1,3,2,0.6442474483683933
HB_WEST,1,3,3,0.647697541808424
HB_WEST,1,3,4,0.6795917389429297
HB_WEST,1,3,5,0.8141453831041257
HB_WEST,1,3,6,0.9512290957880108
HB_WEST,1,3,7,1.6187071733192773
HB_WEST,1,3,8,1.4510326321337867
HB_WEST,1,3,9,1.1668216014183717
HB_WEST,1,3,10,1.151181177823566
HB_WEST,1,3,11,1.0607887296947627
HB_WEST,1,3,12,0.9767597872442378
HB_WEST,1,3,13,0.9138914178925679
HB_WEST,1,3,14,0.8773204274282429
HB_WEST,1,3,15,0.8451962240644018
HB_WEST,1,3,16,0.8381426996981168
HB_WEST,1,3,17,0.8972543006373089
HB_WEST,1,3,18,1.2286166083664765
HB_WEST,1,3,19,1.342699698116824
HB_WEST,1,3,20,1.1613781206574343
HB_WEST,1,3,21,1.1314773108438352
HB_WEST,1,3,22,1.0523551679524652
HB_WEST,1,3,23,0.95874263261296655
HB_WEST,1,3,24,0.8948009008577316
HB_WEST,1,4,1,0.8186759229550117
HB_WEST,1,4,2,0.8114420169374519
HB_WEST,1,4,3,0.8113642330017793
HB_WEST,1,4,4,0.8453558128907428
HB_WEST,1,4,5,0.8791918249083608
HB_WEST,1,4,6,1.0601950432186993
HB_WEST,1,4,7,1.932697449659209
HB_WEST,1,4,8,1.5375550564419682
HB_WEST,1,4,9,1.1543136053826484
HB_WEST,1,4,10,1.1159661250960144
HB_WEST,1,4,11,1.0045017452770566
HB_WEST,1,4,12,0.910772102791471
HB_WEST,1,4,13,0.866046339779677
HB_WEST,1,4,14,0.812919911715233
HB_WEST,1,4,15,0.773639024200527
HB_WEST,1,4,16,0.7706832346449649
HB_WEST,1,4,17,0.8315880562766774
HB_WEST,1,4,18,1.127944851189608
HB_WEST,1,4,19,1.1816935507394335
HB_WEST,1,4,20,1.0416046825929275
HB_WEST,1,4,21,1.000223628815059
HB_WEST,1,4,22,0.9388521035693104
HB_WEST,1,4,23,0.9088275043996539
HB_WEST,1,4,24,0.8639461735165145
HB_WEST,1,5,1,0.943751801525664
HB_WEST,1,5,2,0.8717476118366834
HB_WEST,1,5,3,0.8811987706997837
HB_WEST,1,5,4,0.8936704030139778
HB_WEST,1,5,5,0.9789257020367897
HB_WEST,1,5,6,1.0992574669432729
HB_WEST,1,5,7,1.6187789005314246
HB_WEST,1,5,8,1.4394017513874284
HB_WEST,1,5,9,1.196399790515551
HB_WEST,1,5,10,1.09185243525672
HB_WEST,1,5,11,1.039627474941032
HB_WEST,1,5,12,0.9672335467422326
HB_WEST,1,5,13,0.9357621620743833
HB_WEST,1,5,14,0.8853884596803333
HB_WEST,1,5,15,0.8526504248555735
HB_WEST,1,5,16,0.8313122414430069
HB_WEST,1,5,17,0.8535273365026652
HB_WEST,1,5,18,1.1609335861220613
HB_WEST,1,5,19,1.0783090220405247
HB_WEST,1,5,20,0.9552490875653118
HB_WEST,1,5,21,0.9100394204263578
HB_WEST,1,5,22,0.8497273860319342
HB_WEST,1,5,23,0.8427120928552
HB_WEST,1,5,24,0.8225431249720891
HB_WEST,1,6,1,0.8103439004717327
HB_WEST,1,6,2,0.7566103683425806
HB_WEST,1,6,3,0.7644709505536137
HB_WEST,1,6,4,0.8000195536870921
HB_WEST,1,6,5,0.8885977562144062
HB_WEST,1,6,6,0.9851538630753062
HB_WEST,1,6,7,1.1997360252242562
HB_WEST,1,6,8,1.2571065431525432
HB_WEST,1,6,9,1.2316476425586
HB_WEST,1,6,10,1.200791924327231
HB_WEST,1,6,11,1.1517512771001883
HB_WEST,1,6,12,1.0536699826461027
HB_WEST,1,6,13,0.983042064869357
HB_WEST,1,6,14,0.9279006672695721
HB_WEST,1,6,15,0.8971622711607558
HB_WEST,1,6,16,0.8754576784885001
HB_WEST,1,6,17,0.9033803436560507
HB_WEST,1,6,18,1.4246425341578473
HB_WEST,1,6,19,1.3082589885855351
HB_WEST,1,6,20,1.1065822599173856
HB_WEST,1,6,21,0.9877349497714663
HB_WEST,1,6,22,0.9248502920832009
HB_WEST,1,6,23,0.8394397868648107
HB_WEST,1,6,24,0.721648375821866
HB_WEST,1,7,1,0.6725184522585181
HB_WEST,1,7,2,0.5485307553586889
HB_WEST,1,7,3,0.5582890463183977
HB_WEST,1,7,4,0.5844642267750283
HB_WEST,1,7,5,0.6829655637565594
HB_WEST,1,7,6,0.8611404763385362
HB_WEST,1,7,7,1.1122155625606904
HB_WEST,1,7,8,1.1832788814319815
HB_WEST,1,7,9,1.7512114152870324
HB_WEST,1,7,10,1.5382510655192703
HB_WEST,1,7,11,1.1862637704314216
HB_WEST,1,7,12,1.0509105346491079
HB_WEST,1,7,13,0.9761735062400444
HB_WEST,1,7,14,0.9389771971700956
HB_WEST,1,7,15,0.9045361702534764
HB_WEST,1,7,16,0.913376033828742
HB_WEST,1,7,17,0.9299077267487191
HB_WEST,1,7,18,1.3937135558925249
HB_WEST,1,7,19,1.400142547583627
HB_WEST,1,7,20,1.1374723156328777
HB_WEST,1,7,21,1.0287534739994164
HB_WEST,1,7,22,0.9617082749350644
HB_WEST,1,7,23,0.8730800323362974
HB_WEST,1,7,24,0.8121194146938815
HB_WEST,1,8,1,0.7871651835345155
HB_WEST,1,8,2,0.7470835577383923
HB_WEST,1,8,3,0.7470835577383923
HB_WEST,1,8,4,0.7636854145770233
HB_WEST,1,8,5,0.8140839085514386
HB_WEST,1,8,6,0.90148082633766
HB_WEST,1,8,7,1.0916906718316888
HB_WEST,1,8,8,1.28012174695015
HB_WEST,1,8,9,1.1888115343376797
